AllocationYear,Cluster,BeneficiariesActualTotal,BeneficiariesPlannedTotal,Budgetbycluster,AllocationSourceName
2016,Camp Coordination / Management,20088,12344,119746.8,Standard
2016,Education,6928.8,6667.2,360000,Standard
2016,Protection,1732.2,1666.8,90000,Standard
2016,Education,2964,2733,345236,Standard
2016,Education,12022,4590,350000,Standard
2016,Early Recovery,32434.14,12768,380000,Standard
2016,Protection,29020.02,11424,340000,Standard
2016,Water Sanitation Hygiene,23898.84,9408,280000,Standard
2016,Early Recovery,18339.3,16163.02,492000.3,Standard
2016,Protection,4025.7,3547.98,108000.06,Standard
2016,Food Security,14111.2,9608,519999.73,Standard
2016,Protection,3527.8,2402,129999.93,Standard
2016,Food Security,8000,8000,350000.21,Standard
2016,Food Security,18820,9000,500050.26,Standard
2016,Health,39456.8,45694.4,319941.34,Standard
2016,Nutrition,9864.2,11423.6,79985.34,Standard
2016,Health,16927,27660,300000,Standard
2016,Health,34176,28215,350003.74,Standard
2016,Health,7519,7678,350000,Standard
2016,Logistics,2042,21367,190000,Standard
2016,Health,1817.7,1741.8,76199.88,Standard
2016,Nutrition,10300.3,9870.2,431799.31,Standard
2016,Health,4236.4,1879.6,64000.17,Standard
2016,Nutrition,16945.6,7518.4,256000.7,Standard
2016,Nutrition,19891,20110,600000,Standard
2016,Education,2446.75,1750,124454.59,Standard
2016,Protection,7340.25,5250,373363.77,Standard
2016,Protection,30000,25396,350000.21,Standard
2016,Protection,23600,21400,371991.92,Standard
2016,Water Sanitation Hygiene,14667,15000,480949.54,Standard
2016,Water Sanitation Hygiene,33164,34468,320000,Standard
2016,Water Sanitation Hygiene,31207,21643,500000,Standard
2016,Water Sanitation Hygiene,68972,59151,576869.64,Standard
2016,Early Recovery,0,243305,100000,Reserve
2016,Food Security,13300,12850,1000010.09,Reserve
2016,Health,,1751710,249997.42,Reserve
2016,Health,,122799,500000.3,Reserve
2016,Logistics,13,33,200000,Reserve
2016,Logistics,14,16,199999.71,Reserve
2016,Water Sanitation Hygiene,19783,22911,240000,Reserve
2016,Water Sanitation Hygiene,11000,10000,170000,Reserve
2016,Water Sanitation Hygiene,137000,50000,600000.02,Reserve
2016,Water Sanitation Hygiene,41243,35531,120000,Reserve
2017,Camp Coordination / Management,23157,15809,133197.67,Reserve
2017,Health,12774,12200,200000.12,Reserve
2017,Health,26207,24500,368000,Reserve
2017,Logistics,31,33,418164.57,Reserve
2017,Logistics,1985,1761,350000,Reserve
2017,Camp Coordination / Management,9242.1,3524,74999.96,Reserve
2017,Emergency Shelter and NFI,52679.97,20086.8,427499.75,Reserve
2017,Protection,30498.93,11629.2,247499.86,Reserve
2017,Emergency Shelter and NFI,1055,1250,276000.01,Reserve
2017,Emergency Shelter and NFI,1584,1650,276000.01,Reserve
2017,Emergency Shelter and NFI,52785,25000,600000,Reserve
2017,Protection,7547.4,8505,174999.99,Reserve
2017,Water Sanitation Hygiene,14016.6,15795,324999.99,Reserve
2017,Water Sanitation Hygiene,40586,13495,199999.35,Reserve
2017,Water Sanitation Hygiene,36040,32000,367847.01,Reserve
2017,Water Sanitation Hygiene,59864,69499,300000.07,Reserve
2017,Water Sanitation Hygiene,240000,240000,120000,Reserve
2017,Education,4649.86,4937.54,318996.65,Standard
2017,Protection,3367.14,3575.46,230997.58,Standard
2017,Education,10452,8325,49998.96,Standard
2017,Education,18985,12233,600000.36,Standard
2017,Early Recovery,1175,1175,200000,Standard
2017,Food Security,1175,1175,200000,Standard
2017,Early Recovery,9769.2,8050,384999.19,Standard
2017,Food Security,1395.6,1150,54999.88,Standard
2017,Protection,2791.2,2300,109999.77,Standard
2017,Food Security,70,70,120000,Standard
2017,Food Security,6000,6000,323266,Standard
2017,Health,20719,25899,250000.15,Standard
2017,Logistics,27,32,580000.38,Standard
2017,Logistics,19,20,390000,Standard
2017,Logistics,513,1200,500118,Standard
2017,Emergency Shelter and NFI,2438,2851,307959.34,Standard
2017,Emergency Shelter and NFI,1571,1560,445955.49,Standard
2017,Health,6810.4,6829.4,69989.77,Standard
2017,Nutrition,27241.6,27317.6,279959.08,Standard
2017,Health,643.6,588,37592.31,Standard
2017,Nutrition,2574.4,2352,150369.24,Standard
2017,Health,47.5,47.5,60000.04,Standard
2017,Nutrition,47.5,47.5,60000.04,Standard
2017,Health,9351.2,11829.6,240000,Standard
2017,Nutrition,14026.8,17744.4,360000.01,Standard
2017,Education,3117.84,2117.28,148500,Standard
2017,Protection,6330.16,4298.72,301500,Standard
2017,Protection,201,225,120000,Standard
2017,Protection,11327,30000,250000.01,Standard
2017,Emergency Shelter and NFI,1206.72,1800,99000,Standard
2017,Water Sanitation Hygiene,5497.28,8200,451000,Standard
2017,Water Sanitation Hygiene,13040,12000,349999.87,Standard
2017,Water Sanitation Hygiene,51,54,120000,Standard
2017,Water Sanitation Hygiene,20722,19000,50000,Standard
2017,Water Sanitation Hygiene,15555,10000,400000,Standard
2017,Education,6207.2,2219.2,199965.02,Standard
2017,Protection,1551.8,554.8,49991.26,Standard
2017,Education,16580,16270,350006.42,Standard
2017,Education,6796,3044,400001.14,Standard
2017,Early Recovery,508,500,50001.1,Standard
2017,Early Recovery,5640,5640,192000.37,Standard
2017,Food Security,3760,3760,128000.25,Standard
2017,Food Security,7365.6,12642.4,519903.9,Standard
2017,Protection,1841.4,3160.6,129975.97,Standard
2017,Emergency Shelter and NFI,215.5,1532,250000.01,Standard
2017,Food Security,181.02,1286.88,210000,Standard
2017,Protection,34.48,245.12,40000,Standard
2017,Emergency Shelter and NFI,1570.5,5679.45,238500.15,Standard
2017,Food Security,1047,3786.3,159000.1,Standard
2017,Protection,872.5,3155.25,132500.08,Standard
2017,Emergency Shelter and NFI,0,1500,300000,Standard
2017,Health,2551,4706.2,109999.58,Standard
2017,Nutrition,5739.75,10588.95,247499.05,Standard
2017,Water Sanitation Hygiene,4464.25,8235.85,192499.26,Standard
2017,Health,2807.8,2731.2,49997.25,Standard
2017,Nutrition,11231.2,10924.8,199988.99,Standard
2017,Health,11637.5,14733.5,159983.86,Standard
2017,Nutrition,11637.5,14733.5,159983.86,Standard
2017,Education,1115.7,3246,91756.5,Standard
2017,Protection,2603.3,7574,214098.51,Standard
2017,Protection,2543,15650,299999.99,Standard
2017,Protection,4569,9600,300000,Standard
2017,Water Sanitation Hygiene,0,21645,400000,Standard
2017,Water Sanitation Hygiene,32594,18000,340666.6,Standard
2017,Camp Coordination / Management,13380.9,11442.6,42783.36,Reserve
2017,Protection,31222.1,26699.4,99827.85,Reserve
2017,Logistics,13,40,653995.77,Reserve
2017,Health,6154.5,7572,123831.26,Reserve
2017,Nutrition,6154.5,7572,123831.26,Reserve
2017,Health,5278.4,2406,103737.36,Reserve
2017,Nutrition,7917.6,3609,155606.03,Reserve
2017,Protection,7749.4,5455.2,89999.88,Reserve
2017,Water Sanitation Hygiene,30997.6,21820.8,359999.51,Reserve
2017,Water Sanitation Hygiene,26000,24000,366646.85,Reserve
2017,Water Sanitation Hygiene,16750,7500,433000,Reserve
2018,Health,112620,110000,79795.25,Reserve
2018,Health,,100000,320000.4,Reserve
2018,Logistics,9,20,75000.05,Reserve
2018,Emergency Shelter and NFI,,57702,298363.09,Reserve
2018,Protection,,40098,207337.06,Reserve
2018,Emergency Shelter and NFI,1460,1500,100000.17,Reserve
2018,Protection,22847,20400,280000.81,Reserve
2018,Water Sanitation Hygiene,41250,52935,300000,Reserve
2018,Camp Coordination / Management,34369,33911,199634.98,Standard
2018,Education,41944,25946.9,399044.73,Standard
2018,Protection,17976,11120.1,171019.17,Standard
2018,Education,0,12734,300000,Standard
2018,Education,,2550,120000,Standard
2018,Early Recovery,2625,31500,255000,Standard
2018,Food Security,875,10500,85000,Standard
2018,Early Recovery,0,17500,350000,Standard
2018,Water Sanitation Hygiene,0,7500,150000,Standard
2018,Food Security,32500,30000,900000.37,Standard
2018,Health,,47.5,60000.04,Standard
2018,Nutrition,,47.5,60000.04,Standard
2018,Health,,5079.6,30000,Standard
2018,Nutrition,,3386.4,20000,Standard
2018,Health,35743,61457,181691.48,Standard
2018,Health,,57000,199942.55,Standard
2018,Health,63000,157000,600000,Standard
2018,Logistics,23,23,399998.46,Standard
2018,Logistics,0,90,150000,Standard
2018,Logistics,9,15,521625,Standard
2018,Early Recovery,,4080,184000,Standard
2018,Emergency Shelter and NFI,,6120,276000,Standard
2018,Emergency Shelter and NFI,13416.8,27318.44,278989.02,Standard
2018,Protection,8223.2,16743.56,170993.27,Standard
2018,Emergency Shelter and NFI,,7500,199950.9,Standard
2018,Emergency Shelter and NFI,,5045,300398.76,Standard
2018,Health,,21531.5,212225.76,Standard
2018,Nutrition,,21531.5,212225.76,Standard
2018,Health,12062,25536.5,250197.17,Standard
2018,Nutrition,12062,25536.5,250197.17,Standard
2018,Health,,12190.5,163162.61,Standard
2018,Nutrition,,12190.5,163162.61,Standard
2018,Nutrition,,1438,300000.12,Standard
2018,Nutrition,0,8253,412528.82,Standard
2018,Nutrition,1901,5570,553992.93,Standard
2018,Protection,,50030,299999.57,Standard
2018,Protection,14204,13949,148514.27,Standard
2018,Protection,,225,120000,Standard
2018,Protection,,10259,130000.72,Standard
2018,Water Sanitation Hygiene,,10500,321000.01,Standard
2018,Water Sanitation Hygiene,55480,49089,450000,Standard
2018,Water Sanitation Hygiene,,38728,348722.74,Standard
2018,Water Sanitation Hygiene,,22500,201915.97,Standard
2018,Water Sanitation Hygiene,7345,15147,236004.55,Standard
2018,Water Sanitation Hygiene,7442,10200,264652.73,Standard
2018,Education,,4143.52,208240,Standard
2018,Emergency Shelter and NFI,,3380.24,169880,Standard
2018,Protection,,1962.72,98640,Standard
2018,Water Sanitation Hygiene,,1417.52,71240,Standard
2018,Camp Coordination / Management,,4809.48,120640.01,Standard
2018,Education,,7954.14,199520.02,Standard
2018,Food Security,,2589.72,64960.01,Standard
2018,Protection,,3144.66,78880.01,Standard
2018,Education,,4059,300000.39,Standard
2018,Early Recovery,,8125,280029.17,Standard
2018,Early Recovery,,1225,250000,Standard
2018,Emergency Telecommunications,,6,400000.01,Standard
2018,Food Security,,10200,520000,Standard
2018,Food Security,,25800,433000.52,Standard
2018,Food Security,,25000,649999.53,Standard
2018,Health,,11597,200000.12,Standard
2018,Nutrition,,11597,200000.12,Standard
2018,Health,,200000,250000.15,Standard
2018,Health,,96906,119999.97,Standard
2018,Logistics,,8,637500,Standard
2018,Logistics,,73,690000,Standard
2018,Logistics,,68,350000,Standard
2018,Logistics,,15,317046.24,Standard
2018,Camp Coordination / Management,,18750,150000.12,Standard
2018,Emergency Shelter and NFI,,37500,300000.23,Standard
2018,Protection,,18750,150000.12,Standard
2018,Health,,7195,75000.48,Standard
2018,Nutrition,,7195,75000.48,Standard
2018,Health,,3533,200000.12,Standard
2018,Nutrition,,3533,200000.12,Standard
2018,Health,,8715.4,29200.09,Standard
2018,Nutrition,,34861.6,116800.34,Standard
2018,Nutrition,,6444,611775.03,Standard
2018,Nutrition,,9685,521753.55,Standard
2018,Protection,,17000,207767.25,Standard
2018,Protection,,40000,300003.56,Standard
2018,Water Sanitation Hygiene,,7000,330539,Standard
2018,Water Sanitation Hygiene,,13562,343797.26,Standard
2018,Water Sanitation Hygiene,,15750,200309,Standard
2018,Water Sanitation Hygiene,,11000,200000,Standard
2014,Education,,0,156724,Reserve
2014,Health,,0,198107.61,Reserve
2014,Health,,0,250000,Reserve
2014,Protection,,0,117970.56,Reserve
2014,Emergency Shelter and NFI,,0,200000,Reserve
2014,Emergency Shelter and NFI,,0,183051,Reserve
2014,Water Sanitation Hygiene,,0,250000,Reserve
2014,Water Sanitation Hygiene,,0,249869.16,Reserve
2014,Water Sanitation Hygiene,,0,222156.49,Reserve
2014,Water Sanitation Hygiene,,0,224254.1,Reserve
2014,Water Sanitation Hygiene,,0,197958.43,Reserve
2014,Water Sanitation Hygiene,,0,250000.42,Reserve
2014,Water Sanitation Hygiene,,0,249995.94,Reserve
2015,Early Recovery,699,696.9,74999.37,Reserve
2015,Food Security,1165,1161.5,124998.95,Reserve
2015,Water Sanitation Hygiene,466,464.6,49999.58,Reserve
2015,Water Sanitation Hygiene,2098,1980,246950.49,Reserve
2015,Emergency Shelter and NFI,570,1000,249596.01,Standard
2015,Food Security,1676.48,431.6,109474.08,Standard
2015,Protection,741.52,190.9,48421.23,Standard
2015,Water Sanitation Hygiene,806,207.5,52631.77,Standard
2015,Food Security,3297,3288,215514.81,Standard
2015,Food Security,407.69,395.3,117543.01,Standard
2015,Protection,131.29,127.3,37852.83,Standard
2015,Water Sanitation Hygiene,152.02,147.4,43829.6,Standard
2015,Education,,0,130209,Reserve
2015,Food Security,,0,158919.7,Reserve
2015,Food Security,,0,135398.59,Reserve
2015,Water Sanitation Hygiene,,0,208442.33,Reserve
2015,Water Sanitation Hygiene,,0,110000,Reserve
2016,Emergency Shelter and NFI,337.2,504.6,54075.02,Reserve
2016,Food Security,449.6,672.8,72100.02,Reserve
2016,Water Sanitation Hygiene,337.2,504.6,54075.02,Reserve
2016,Food Security,136.8,82.6,24999.5,Reserve
2016,Health,547.2,330.4,99998,Reserve
2016,Water Sanitation Hygiene,684,413,124997.5,Reserve
2016,Emergency Shelter and NFI,255,246,241349.78,Standard
2016,Education,603,480,78000,Standard
2016,Protection,402,320,52000,Standard
2016,Education,791,429,54997.76,Standard
2016,Protection,791,429,54997.76,Standard
2016,Education,603.4,294.7,84000.67,Standard
2016,Water Sanitation Hygiene,258.6,126.3,36000.29,Standard
2016,Early Recovery,553.2,652.8,90000,Standard
2016,Protection,368.8,435.2,60000,Standard
2016,Protection,1200,1200,172478.56,Standard
2016,Water Sanitation Hygiene,800,800,114985.71,Standard
2016,Food Security,2828.7,1750,91000,Standard
2016,Water Sanitation Hygiene,1212.3,750,39000,Standard
2016,Health,2123.4,1386.6,149759.12,Standard
2016,Water Sanitation Hygiene,1415.6,924.4,99839.42,Standard
2016,Food Security,132,132,52684.99,Standard
2016,Protection,136,136,54281.51,Standard
2016,Water Sanitation Hygiene,132,132,52684.99,Standard
2016,Water Sanitation Hygiene,524,437,115000,Standard
2017,Education,1602,960,45000,Reserve
2017,Emergency Shelter and NFI,1602,960,45000,Reserve
2017,Protection,2136,1280,60000,Reserve
2017,Protection,390,224,119645.62,Reserve
2017,Food Security,130.8,130.8,60000,Reserve
2017,Health,130.8,130.8,60000,Reserve
2017,Protection,65.4,65.4,30000,Reserve
2017,Early Recovery,422,400,30000,Reserve
2017,Health,422,400,30000,Reserve
2017,Water Sanitation Hygiene,1266,1200,90000,Reserve
2017,Health,1231.2,1231.2,60000,Standard
2017,Protection,1231.2,1231.2,60000,Standard
2017,Water Sanitation Hygiene,615.6,615.6,30000,Standard
2017,Early Recovery,920,920,74999.35,Standard
2017,Health,368,368,29999.74,Standard
2017,Water Sanitation Hygiene,552,552,44999.61,Standard
2017,Food Security,2412.2,1792,105000,Standard
2017,Water Sanitation Hygiene,1033.8,768,45000,Standard
2017,Health,185.2,185,14797.39,Standard
2017,Protection,740.8,740,59189.54,Standard
2017,Water Sanitation Hygiene,926,925,73986.93,Standard
2014,Food Security,14053.4,12397.5,652719.24,Standard
2014,Health,17930.2,15817.5,832779.72,Standard
2014,Water Sanitation Hygiene,16476.4,14535,765257.04,Standard
2014,Food Security,12690,12690,951750,Standard
2014,Health,14310,14310,1073250,Standard
2014,Emergency Shelter and NFI,1050,20475,300888.7,Standard
2014,Food Security,840,16380,240710.96,Standard
2014,Logistics,1110,21645,318082.34,Standard
2014,Emergency Shelter and NFI,7000,7000,626500.35,Standard
2014,Food Security,13000,13000,1163500.65,Standard
2014,Emergency Shelter and NFI,3150,10500,770350.35,Standard
2014,Food Security,5850,19500,1430650.65,Standard
2014,Food Security,4144.74,3432.86,548830.99,Standard
2014,Nutrition,3920.7,3247.3,519164.45,Standard
2014,Protection,3136.56,2597.84,415331.56,Standard
2014,Food Security,4479.66,5165.59,587123.28,Standard
2014,Nutrition,3933.36,4535.64,515522.88,Standard
2014,Protection,2512.98,2897.77,329361.84,Standard
2014,Food Security,9194.91,8663.26,503728.39,Standard
2014,Nutrition,17499.99,16488.14,958708.87,Standard
2014,Water Sanitation Hygiene,2966.1,2794.6,162493.03,Standard
2014,Food Security,6560.12,20060.6,999600,Standard
2014,Nutrition,3882.52,11872.6,591600,Standard
2014,Water Sanitation Hygiene,2945.36,9006.8,448800,Standard
2014,Food Security,16537.6,10640,838050.1,Standard
2014,Nutrition,26982.4,17360,1367344.9,Standard
2014,Emergency Shelter and NFI,0,13513.8,281902.04,Standard
2014,Food Security,0,27928.52,582597.55,Standard
2014,Protection,0,48649.68,1014847.34,Standard
2014,Food Security,9941.6,9093.6,433916,Standard
2014,Water Sanitation Hygiene,14912.4,13640.4,650874,Standard
2014,Food Security,,42421,594908.02,Standard
2014,Health,5970,444,179719.2,Standard
2014,Protection,13930,1036,419344.8,Standard
2014,Emergency Shelter and NFI,15101.1,14398.56,720050.58,Standard
2014,Water Sanitation Hygiene,12863.9,12265.44,613376.42,Standard
2014,Food Security,10062.78,12218.7,685972.56,Standard
2014,Nutrition,12384.96,15038.4,844273.92,Standard
2014,Water Sanitation Hygiene,3354.26,4072.9,228657.52,Standard
2014,Food Security,2245.4,3990,167204.51,Standard
2014,Nutrition,13921.48,24738,1036667.95,Standard
2014,Water Sanitation Hygiene,6287.12,11172,468172.62,Standard
